Date,Team,TeamLocation,TeamScore,Opponent,OpponentScore,OpponentLocation,NeutralSite,TeamResult,TeamDifferential,OpponentDifferential,
11/13/13,Illinois,Home,64,Valparaiso,52,Away,,Win,2.09,4.79,
11/13/13,Winthrop,Home,82,SC Upstate,74,Away,,Win,2.64,4.42,
11/13/13,Middle Tenn St,Home,77,North Florida,70,Away,,Win,8.24,-1.84,
11/13/13,Portland St,Home,79,Pac Lutheran,43,Away,,Win,1,0,
11/13/13,Seattle,Home,75,CS Fullerton,71,Away,,Win,0.67,-3.97,
11/13/13,UC Riverside,Home,66,Pepperdine,69,Away,,Loss,-3.13,-1.32,
11/13/13,Oregon,Home,107,W Carolina,83,Away,,Win,7.84,1.62,
11/13/13,North Dakota,Home,110,MN Morris,69,Away,,Win,0.15,0,
11/13/13,CS Bakersfield,Home,74,CS Sacramento,66,Away,,Win,0.78,-0.3,
11/13/13,NE Omaha,Home,101,Missouri KC,71,Away,,Win,5.4,-7,
11/13/13,Edwardsville,Home,58,St Louis,82,Away,,Loss,-3.23,8.78,
11/13/13,Providence,Home,73,Brown,69,Away,,Win,3.68,4.18,
11/13/13,Oregon St,Home,79,Portland,73,Away,,Win,0.29,3.03,
11/13/13,Colorado,Home,63,Wyoming,58,Away,,Win,2.91,3.47,
11/13/13,UT Arlington,Home,111,Howard Payne,64,Away,,Win,-1.41,0,
11/13/13,San Francisco,Home,91,Cleveland St,82,Away,,Win,3.75,7.06,
11/13/13,Southern Univ,Home,73,Tulane,79,Away,,Loss,5.38,-5.82,
11/13/13,Kansas St,Home,71,Oral Roberts,63,Away,,Win,4,2.12,
11/13/13,Boston Univ,Home,91,MA Lowell,65,Away,,Win,4.41,-7.86,
11/13/13,Georgetown,Home,88,Wright St,70,Away,,Win,2.84,5.09,
11/13/13,Fairfield,Home,53,Hartford,63,Away,,Loss,-6.56,-0.45,
11/13/13,Old Dominion,Home,77,Howard,57,Away,,Win,-1.03,-9.82,
11/13/13,Penn St,Home,80,Bucknell,90,Away,,Loss,0.59,1.83,
11/13/13,Maryland,Home,67,Abilene Chr,44,Away,,Win,3.25,-0.45,
11/13/13,Alabama St,Home,88,Mobile,58,Away,,Win,2,0,
11/13/13,DePaul,Home,68,Southern Miss,75,Away,,Loss,-5.97,9.36,
11/13/13,Dayton,Home,70,St Francis PA,56,Away,,Win,5.76,-7.55,
11/13/13,Holy Cross,Home,122,Sacred Heart,118,Away,,Win,1.88,-6.97,
11/13/13,Mercer,Home,95,Reinhardt,53,Away,,Win,12.91,0,
11/13/13,E Kentucky,Home,114,Warren Wilson,45,Away,,Win,8.39,0,
11/13/13,Duquesne,Home,81,New Hampshire,84,Away,,Loss,-0.37,-7,
11/13/13,Purdue,Home,109,Central Conn,73,Away,,Win,0.59,-6.7,
11/13/13,Norfolk St,Home,115,Newberry,95,Away,,Win,1.03,0,
11/13/13,Navy,Home,98,Goucher,47,Away,,Win,-4.57,0,
11/13/13,Villanova,Home,90,Mt St Mary's,59,Away,,Win,11.94,-1.72,
11/13/13,Cornell,Home,79,Binghamton,89,Away,,Loss,-14.29,-10,
11/13/13,Dartmouth,Home,77,Bryant,87,Away,,Loss,1.46,1.47,
11/13/13,Niagara,Home,92,Buffalo,81,Away,,Win,-6.82,6.21,
11/13/13,TX Pan American,Home,94,Huston-Tillot,62,Away,,Win,-5.03,0,
11/13/13,Clemson,Home,58,Delaware St,37,Away,,Win,5.38,-3.3,
11/14/13,Prairie View,Home,103,Sam Houston St,108,Away,,Loss,-7.68,6.03,
11/14/13,Wichita St,Home,79,William & Mary,62,Away,,Win,15.88,1.84,
11/14/13,SE Louisiana,Home,108,Champion Bap,54,Away,,Win,-2.9,0,
11/14/13,UAB,Home,81,Troy,69,Away,,Win,2.77,-1.61,
11/14/13,E Michigan,Home,69,Robert Morris,64,Away,,Win,4.63,0.29,
11/14/13,Mississippi St,Home,78,Kennesaw,55,Away,,Win,-3.61,-9.29,
11/14/13,Houston,Home,80,UT San Antonio,62,Away,,Win,-1.94,-7.93,
11/14/13,St Mary's CA,Home,78,N Dakota St,65,Away,,Win,6.24,11.03,
11/14/13,Washington,Home,72,UC Irvine,86,Away,,Loss,-0.19,7.38,
11/14/13,Savannah St,Home,87,Florida National,60,Away,,Win,-2.78,0,
11/14/13,Florida Intl,Home,85,Florida Col,39,Away,,Win,-1.35,0,
11/14/13,Long Beach St,Home,73,Loy Marymount,74,Away,,Loss,-0.59,-3.84,
11/14/13,Alabama,Home,76,Texas Tech,64,Away,,Win,0.63,0,
11/14/13,Stanford,Home,71,Northwestern,58,Away,,Win,4.88,-3.85,
11/14/13,San Diego St,Home,60,Arizona,69,Away,,Loss,13.97,11.97,
11/14/13,Belmont,Home,96,Indiana St,95,Away,,Win,5.88,3.27,
11/14/13,North Texas,Home,92,Nicholls St,78,Away,,Win,-2.66,-4.41,
11/14/13,Connecticut,Home,101,Detroit,55,Away,,Win,8.74,0.25,
11/14/13,Air Force,Home,82,Jackson St,84,Away,,Loss,-3.13,-2.9,
11/14/13,Miami FL,Home,84,TX Southern,69,Away,,Win,1.97,2.55,
11/14/13,East Carolina,Home,95,Chowan,45,Away,,Win,2.42,0,
11/14/13,Memphis,Home,95,Austin Peay,69,Away,,Win,7.19,-2.7,
11/14/13,Morgan St,Home,61,San Diego,68,Away,,Loss,-0.77,2.09,
11/14/13,Youngstown St,Home,104,Warren Wilson,58,Away,,Win,2.84,0,
11/14/13,S Dakota St,Home,69,Montana,77,Away,,Loss,4,1.77,
11/14/13,Rutgers,Home,72,Yale,71,Away,,Win,-5.09,0.46,
11/14/13,American Univ,Home,63,UMBC,61,Away,,Win,5.31,-7.23,
11/14/13,Boston College,Home,92,Toledo,95,Away,,Loss,-4.91,6.39,
11/14/13,Florida A&M,Home,63,Stetson,60,Away,,Win,-2.78,-10.84,
11/14/13,Iowa,Home,109,MD E Shore,63,Away,,Win,11.91,-8.5,
11/14/13,Towson,Home,75,Temple,69,Away,,Win,4.82,-4.19,
11/15/13,Xavier,Home,79,Morehead St,56,Away,,Win,4.27,3.94,
11/15/13,Norfolk St,Home,92,Virginia Union,84,Away,,Win,1.03,0,
11/15/13,Bowling Green,Home,61,South Florida,75,Away,,Loss,-1.5,-5.13,
11/15/13,TAM C. Christi,Home,72,IPFW,71,Away,,Win,1.75,6.59,
11/15/13,UT Arlington,Home,73,Cleveland St,83,Away,,Loss,-1.41,7.06,
11/15/13,McNeese St,Home,92,Louisiana Col,83,Away,,Win,-7.97,0,
11/15/13,Bradley,Home,77,Chicago St,64,Away,,Win,-2.41,-6.47,
11/15/13,Arkansas,Home,76,ULL,63,Away,,Win,9.03,6.39,
11/15/13,North Carolina,Home,62,Holy Cross,54,Away,,Win,7.25,1.88,
11/15/13,Vanderbilt,Home,80,Lipscomb,69,Away,,Win,-0.97,-2.63,
11/15/13,Oklahoma St,Home,97,Ark Pine Bluff,63,Away,,Win,11.24,-7.45,
11/15/13,California,Home,64,Oakland,60,Away,,Win,2.88,-3,
11/15/13,San Francisco,Home,90,Nevada,92,Away,,Loss,3.75,-1.5,
11/15/13,USC,Home,67,Northern Arizona,63,Away,,Win,-4.75,-1.41,
11/15/13,MS Valley St,Home,108,Champion Bap,48,Away,,Win,-9.03,0,
11/15/13,Utah,Home,94,UC Davis,60,Away,,Win,11.53,-7.55,
11/15/13,Michigan St,Home,62,Columbia,53,Away,,Win,10.62,4.84,
11/15/13,Arizona St,Home,88,Idaho St,60,Away,,Win,6.16,0.62,
11/15/13,New Mexico St,Home,86,UTEP,73,Away,,Win,10.31,6.06,
11/15/13,N Illinois,Home,55,James Madison,60,Away,,Loss,-0.63,-5.45,
11/15/13,Texas A&M,Home,68,Rice,65,Away,,Win,1.72,-7.67,
11/15/13,Auburn,Home,92,Northwestern LA,111,Away,,Loss,-0.37,2.81,
11/15/13,Boise St,Home,110,Simpson CA,53,Away,,Win,7.18,0,
11/15/13,Texas,Home,72,SF Austin,62,Away,,Win,4.09,13.85,
11/15/13,BYU,Home,108,Mt St Mary's,76,Away,,Win,7.18,-1.72,
11/15/13,Furman,Home,69,FL Gulf Coast,70,Away,,Loss,-8.03,5,
11/15/13,UNLV,Home,73,NE Omaha,70,Away,,Win,5.79,5.4,
11/15/13,TN Martin,Home,79,Rochester MI,64,Away,,Win,-7.16,0,
11/15/13,Duke,Home,97,FL Atlantic,64,Away,,Win,11.56,-2.25,
11/15/13,Georgia,Home,71,Georgia Tech,80,Away,,Loss,2.28,-0.12,
11/15/13,Virginia Tech,Home,79,W Carolina,61,Away,,Win,-4.1,1.62,
11/15/13,Charlotte,Home,83,Elon,69,Away,,Win,-0.19,3.47,
11/15/13,Old Dominion,Home,70,Murray St,60,Away,,Win,-1.03,4.52,
11/15/13,Rhode Island,Home,72,NC A&T,59,Away,,Win,-0.28,-7.91,
11/15/13,Wake Forest,Home,69,Presbyterian,48,Away,,Win,-1.24,-11.03,
11/15/13,Army,Home,85,NJIT,89,Away,,Loss,-0.81,1.66,
11/15/13,Col Charleston,Home,58,UNC Asheville,67,Away,,Loss,0.31,1.94,
11/15/13,Fordham,Home,80,Lehigh,72,Away,,Win,-6.29,-2.69,
11/15/13,Harvard,Home,76,Howard,44,Away,,Win,13.13,-9.82,
11/15/13,St John's,Home,73,Wagner,57,Away,,Win,5.63,3.06,
11/15/13,Hartford,Home,74,F Dickinson,60,Away,,Win,-0.45,-6.48,
11/15/13,Louisville,Home,99,Cornell,54,Away,,Win,21.15,-14.29,
11/15/13,Indiana,Home,105,Samford,59,Away,,Win,4.69,-5.88,
11/16/13,Florida Intl,Home,70,TX Southern,68,Away,,Win,-1.35,2.55,
11/16/13,Liberty,Home,63,W Carolina,68,Away,,Loss,0.5,1.62,
11/16/13,UNC Wilmington,Home,80,Wingate,61,Away,,Win,-6.34,0,
11/16/13,Bucknell,Home,72,St Francis PA,50,Away,,Win,1.83,-7.55,
11/16/13,Manhattan,Home,74,G Washington,80,Away,,Loss,7.38,6.53,
11/16/13,Tennessee,Home,74,SC Upstate,65,Away,,Win,10.27,4.42,
11/16/13,Citadel,Home,83,North Greenville,53,Away,,Win,-7.33,0,
11/16/13,North Florida,Home,78,Southern Univ,87,Away,,Loss,-1.84,5.38,
11/16/13,Santa Barbara,Home,64,Utah St,71,Away,,Loss,5.9,2.59,
11/16/13,Bryant,Home,87,Vermont,64,Away,,Win,1.47,10.66,
11/16/13,TAM C. Christi,Home,60,Tennessee Tech,62,Away,,Loss,1.75,1.65,
11/16/13,UC Riverside,Home,72,Montana St,67,Away,,Win,-3.13,-1.81,
11/16/13,CS Fullerton,Home,86,Santa Clara,73,Away,,Win,-3.97,0.45,
11/16/13,N Kentucky,Home,44,San Diego,75,Away,,Loss,-5.57,2.09,
11/16/13,Chattanooga,Home,108,Montreat And,51,Away,,Win,1.97,0,
11/16/13,Richmond,Home,59,Minnesota,74,Away,,Loss,1.39,3.42,
11/16/13,St Bonaventure,Home,86,Canisius,64,Away,,Win,3.27,3.09,
11/16/13,Idaho,Home,78,NW Nazarene,64,Away,,Win,-2.21,0,
11/16/13,Fresno St,Home,80,CS Northridge,64,Away,,Win,1.91,-0.66,
11/16/13,Grand Canyon,Home,91,W New Mexico,41,Away,,Win,0.45,0,
11/16/13,N Illinois,Home,60,San Jose St,59,Away,,Win,-0.63,-9.16,
11/16/13,Seattle,Home,100,Evergreen St,59,Away,,Win,0.67,0,
11/16/13,Huston-Tillot,Home,78,Incarnate Word,85,Away,,Loss,0,10.41,
11/16/13,BYU,Home,84,Mesa St,60,Away,,Win,7.18,0,
11/16/13,St Mary's CA,Home,67,Drake,63,Away,,Win,6.24,0.03,
11/16/13,VMI,Home,121,Bluefield WV,80,Away,,Win,6.03,0,
11/16/13,Missouri St,Home,96,Tulsa,93,Away,,Win,0.44,5.73,
11/16/13,W Kentucky,Home,57,ETSU,50,Away,,Win,1.06,0.58,
11/16/13,Ga Southern,Home,104,Toccoa Falls,50,Away,,Win,-0.76,0,
11/16/13,Gardner Webb,Home,87,Jacksonville,78,Away,,Win,3.52,-5.13,
11/16/13,Jacksonville St,Home,73,Alabama St,84,Away,,Loss,-5.23,2,
11/16/13,Butler,Home,70,Princeton,67,Away,,Win,1.97,7.21,
11/16/13,WI Green Bay,Home,66,Wisconsin,69,Away,,Loss,10.67,8.97,
11/16/13,S Illinois,Home,67,St Louis,76,Away,,Loss,0,8.78,
11/16/13,E Kentucky,Home,74,High Point,67,Away,,Win,8.39,-1.43,
11/16/13,Edwardsville,Home,100,Cent Arkansas,93,Away,,Win,-3.23,-6.72,
11/16/13,Longwood,Home,88,Mars Hill,70,Away,,Win,-10.47,0,
11/16/13,St Joseph's PA,Home,79,Creighton,83,Away,,Loss,4.33,12.12,
11/16/13,VA Commonwealth,Home,92,Winthrop,71,Away,,Win,10.12,2.64,
11/16/13,George Mason,Home,76,Northern Iowa,70,Away,,Win,-2.55,3.45,
11/16/13,Loyola MD,Home,59,Fairfield,52,Away,,Win,-6.7,-6.56,
11/16/13,IUPUI,Home,68,SE Missouri St,76,Away,,Loss,-8.03,4.38,
11/16/13,Tulane,Home,65,Loyola-Chicago,59,Away,,Win,-5.82,-2.94,
11/16/13,Wichita St,Home,85,Tennessee St,71,Away,,Win,15.88,-6.8,
11/16/13,LSU,Home,88,Northwestern LA,74,Away,,Win,3.81,2.81,
11/16/13,DePaul,Home,81,Wright St,72,Away,,Win,-5.97,5.09,
11/16/13,Dayton,Home,78,St Francis NY,58,Away,,Win,5.76,2.13,
11/16/13,NC State,Home,81,Campbell,66,Away,,Win,1.32,-3.97,
11/16/13,Syracuse,Home,69,Colgate,50,Away,,Win,8.66,2.42,
11/16/13,Colorado,Home,94,Jackson St,70,Away,,Win,2.91,-2.9,
11/16/13,Florida,Home,86,Ark Little Rock,56,Away,,Win,12.79,-2.59,
11/16/13,Penn,Home,71,Penn St,83,Away,,Loss,-6.57,0.59,
11/16/13,Cincinnati,Home,77,Appalachian St,49,Away,,Win,10.39,-3.93,
11/16/13,Coastal Car,Home,70,Mississippi,72,Away,,Loss,4.33,2.48,
11/16/13,C Michigan,Home,71,Pepperdine,88,Away,,Loss,-1.35,-1.32,
11/16/13,Dartmouth,Home,77,MA Lowell,59,Away,,Win,1.46,-7.86,
11/16/13,Oral Roberts,Home,82,Texas St,65,Away,,Win,2.12,-4.65,
11/16/13,Middle Tenn St,Home,80,Akron,73,Away,,Win,8.24,1.88,
11/16/13,Northeastern,Home,83,Central Conn,69,Away,,Win,-2.81,-6.7,
11/16/13,IL Chicago,Home,66,E Illinois,86,Away,,Loss,-5.71,-5.87,
11/16/13,Colorado St,Home,88,Weber St,67,Away,,Win,3.66,6.73,
11/16/13,Providence,Home,93,Marist,48,Away,,Win,3.68,-3.68,
11/16/13,Radford,Home,105,Brevard,57,Away,,Win,4.48,0,
11/16/13,Mercer,Home,77,Seton Hall,74,Away,,Win,12.91,1.97,
11/16/13,Quinnipiac,Home,79,Albany NY,69,Away,,Win,2.39,2.19,
11/16/13,Sacred Heart,Home,73,Brown,85,Away,,Loss,-6.97,4.18,
11/16/13,Iona,Home,76,Wofford,55,Away,,Win,6.28,5.25,
11/16/13,Binghamton,Home,50,Navy,68,Away,,Loss,-10,-4.57,
11/16/13,Wyoming,Home,85,Arkansas St,64,Away,,Win,3.47,4.16,
11/16/13,Buffalo,Home,80,WV Wesleyan,60,Away,,Win,6.21,0,
11/16/13,La Salle,Home,78,Siena,74,Away,,Win,-0.65,-1.72,
11/16/13,Washington St,Home,84,Lamar,64,Away,,Win,-1.52,-10.57,
11/16/13,Marquette,Home,35,Ohio St,52,Away,,Loss,3.47,10.03,
11/17/13,Iowa St,Home,77,Michigan,70,Away,,Win,8.97,9.03,
11/17/13,N Illinois,Home,69,WI Milwaukee,82,Away,,Loss,-0.63,0.47,
11/17/13,Indiana,Home,90,Stony Brook,74,Away,,Win,4.69,5.58,
11/17/13,Villanova,Home,78,Towson,44,Away,,Win,11.94,4.82,
11/17/13,New Hampshire,Home,63,NJIT,71,Away,,Loss,-7,1.66,
11/17/13,Iowa,Home,103,Abilene Chr,41,Away,,Win,11.91,-0.45,
11/17/13,Gonzaga,Home,82,Oakland,67,Away,,Win,11.88,-3,
11/17/13,Nebraska,Home,83,S Carolina St,57,Away,,Win,2.13,-9.9,
11/17/13,Loy Marymount,Home,90,Northern Arizona,78,Away,,Win,-3.84,-1.41,
11/17/13,TAM C. Christi,Home,72,TX Pan American,61,Away,,Win,1.75,-5.03,
11/17/13,North Carolina,Home,80,Belmont,83,Away,,Loss,7.25,5.88,
11/17/13,Houston,Home,80,Lehigh,66,Away,,Win,-1.94,-2.69,
11/17/13,Boston College,Home,82,FL Atlantic,79,Away,,Win,-4.91,-2.25,
11/17/13,Washington,Home,92,E Washington,80,Away,,Win,-0.19,1.06,
11/17/13,UC Irvine,Home,110,Pacifica,73,Away,,Win,7.38,0,
11/17/13,Northwestern,Home,64,Illinois St,68,Away,,Loss,-3.85,-0.35,
11/17/13,Purdue,Home,81,Rider,77,Away,,Win,0.59,-2.65,
11/17/13,UTEP,Home,67,West Alabama,46,Away,,Win,6.06,0,
11/17/13,Pacific,Home,66,W Illinois,52,Away,,Win,-2.07,-1.4,
11/17/13,Maryland,Home,83,Oregon St,90,Away,,Loss,3.25,0.29,
11/17/13,Kentucky,Home,87,Robert Morris,49,Away,,Win,9.26,0.29,
11/17/13,Illinois,Home,81,Bradley,55,Away,,Win,2.09,-2.41,
11/17/13,West Virginia,Home,96,Duquesne,83,Away,,Win,4.25,-0.37,
11/17/13,Clemson,Home,71,South Carolina,57,Away,,Win,5.38,-1.56,
11/17/13,Hampton,Home,79,Delaware,90,Away,,Loss,2.97,4.38,
11/17/13,Baylor,Home,87,ULL,68,Away,,Win,6.83,6.39,
11/17/13,Morehead St,Home,102,Marshall,94,Away,,Win,3.94,0.3,
11/17/13,Pittsburgh,Home,84,Howard,52,Away,,Win,10.12,-9.82,
11/17/13,Florida St,Home,89,TN Martin,61,Away,,Win,4.56,-7.16,
11/17/13,Connecticut,Home,77,Boston Univ,60,Away,,Win,8.74,4.41,
11/17/13,Notre Dame,Home,70,Indiana St,83,Away,,Loss,1.41,3.27,
11/17/13,Ohio,Home,76,Valparaiso,72,Away,,Win,4.85,4.79,
11/17/13,Massachusetts,Home,85,Youngstown St,69,Away,,Win,5.34,2.84,
11/17/13,UMBC,Home,90,Mt St Mary's,84,Away,,Win,-7.23,-1.72,
11/17/13,Kent,Home,75,St Peter's,58,Away,,Win,1.25,-2.61,
11/17/13,UNC Greensboro,Home,97,Chowan,58,Away,,Win,-3.31,0,
11/17/13,W Michigan,Home,73,Alabama A&M,69,Away,,Win,5.06,-2.47,
11/17/13,Denver,Home,57,Stanford,66,Away,,Loss,1.45,4.88,
11/17/13,Kansas St,Home,71,Long Beach St,58,Away,,Win,4,-0.59,
11/17/13,New Mexico,Home,109,Charleston So,93,Away,,Win,8.27,9.06,
11/17/13,UCF,Home,83,Bethune-Cookman,63,Away,,Win,-0.9,-6.88,
11/17/13,Air Force,Home,67,Ark Pine Bluff,64,Away,,Win,-3.13,-7.45,
11/18/13,Middle Tenn St,Home,76,Ark Little Rock,59,Away,,Win,8.24,-2.59,
11/18/13,Alabama,Home,102,Stillman,65,Away,,Win,0.63,0,
11/18/13,ULM,Home,86,Samford,52,Away,,Win,-4.19,-5.88,
11/18/13,Seton Hall,Home,82,Monmouth NJ,66,Away,,Win,1.97,-4.06,
11/18/13,N Dakota St,Home,69,Southern Miss,70,Away,,Loss,11.03,9.36,
11/18/13,North Florida,Home,66,Savannah St,63,Away,,Win,-1.84,-2.78,
11/18/13,Rutgers,Home,66,Canisius,51,Away,,Win,-5.09,3.09,
11/18/13,Presbyterian,Home,86,Toccoa Falls,76,Away,,Win,-11.03,0,
11/18/13,Michigan St,Home,82,Portland,67,Away,,Win,10.62,3.03,
11/18/13,Arkansas,Home,89,SMU,78,Away,,Win,9.03,9.09,
11/18/13,S Dakota St,Home,83,SW Minnesota,62,Away,,Win,4,0,
11/18/13,Arizona,Home,100,F Dickinson,50,Away,,Win,11.97,-6.48,
11/18/13,CS Bakersfield,Home,74,Nevada,66,Away,,Win,0.78,-1.5,
11/18/13,California,Home,75,Southern Utah,47,Away,,Win,2.88,-15.9,
11/18/13,Texas,Home,89,Houston Bap,61,Away,,Win,4.09,-9.1,
11/18/13,UCLA,Home,86,CS Sacramento,50,Away,,Win,11.06,-0.3,
11/18/13,San Francisco,Home,90,Idaho St,93,Away,,Loss,3.75,0.62,
11/18/13,UT San Antonio,Home,71,McMurry,73,Away,,Loss,-7.93,0,
11/18/13,Tennessee St,Home,70,Lipscomb,75,Away,,Loss,-6.8,-2.63,
11/18/13,Colorado,Home,93,Arkansas St,70,Away,,Win,2.91,4.16,
11/18/13,Texas Tech,Home,80,TX Southern,71,Away,,Win,0,2.55,
11/18/13,FL Gulf Coast,Home,72,Eckerd,55,Away,,Win,5,0,
11/18/13,Wyoming,Home,73,Jackson St,65,Away,,Win,3.47,-2.9,
11/18/13,Alabama St,Home,79,Chicago St,75,Away,,Win,2,-6.47,
11/18/13,Tennessee,Home,86,Citadel,60,Away,,Win,10.27,-7.33,
11/18/13,Evansville,Home,89,Mercer,76,Away,,Win,-2.82,12.91,
11/18/13,Syracuse,Home,56,St Francis NY,50,Away,,Win,8.66,2.13,
11/18/13,Wake Forest,Home,90,Jacksonville,83,Away,,Win,-1.24,-5.13,
11/18/13,Col Charleston,Home,54,Miami FL,70,Away,,Loss,0.31,1.97,
11/18/13,South Alabama,Home,76,Wm Carey,53,Away,,Win,-1.48,0,
11/18/13,Coppin St,Home,87,Wagner,102,Away,,Loss,-5.38,3.06,
11/18/13,Toledo,Home,79,Florida A&M,69,Away,,Win,6.39,-2.78,
11/18/13,Liberty,Home,76,UNC Wilmington,87,Away,,Loss,0.5,-6.34,
11/18/13,Florida Intl,Home,75,Stetson,66,Away,,Win,-1.35,-10.84,
11/18/13,Campbell,Home,43,NC Central,62,Away,,Loss,-3.97,15.39,
11/18/13,Wright St,Home,83,Manchester,33,Away,,Win,5.09,0,
11/18/13,Providence,Home,70,Vermont,49,Away,,Win,3.68,10.66,
11/18/13,E Michigan,Home,81,Cleveland St,69,Away,,Win,4.63,7.06,
11/18/13,Duke,Home,91,UNC Asheville,55,Away,,Win,11.56,1.94,
11/18/13,Florida,Home,67,Southern Univ,53,Away,,Win,12.79,5.38,
11/18/13,Virginia Tech,Home,105,VMI,92,Away,,Win,-4.1,6.03,
11/18/13,Ball St,Home,87,SE Missouri St,83,Away,,Win,-8.23,4.38,
11/18/13,Alcorn St,Home,91,Dillard,51,Away,,Win,-3.74,0,
11/19/13,Loyola-Chicago,Home,83,Rockhurst,65,Away,,Win,-2.94,0,
11/19/13,Kansas,Home,86,Iona,66,Away,,Win,9.15,6.28,
11/19/13,Mississippi St,Home,94,MS Valley St,72,Away,,Win,-3.61,-9.03,
11/19/13,NE Omaha,Home,91,S Carolina St,59,Away,,Win,5.4,-9.9,
11/19/13,Austin Peay,Home,72,S Illinois,70,Away,,Win,-2.7,0,
11/19/13,Troy,Home,77,Nicholls St,62,Away,,Win,-1.61,-4.41,
11/19/13,Wisconsin,Home,103,North Dakota,85,Away,,Win,8.97,0.15,
11/19/13,Murray St,Home,91,Bethel TN,64,Away,,Win,4.52,0,
11/19/13,Boise St,Home,86,Seattle,68,Away,,Win,7.18,0.67,
11/19/13,Auburn,Home,78,Jacksonville St,54,Away,,Win,-0.37,-5.23,
11/19/13,WI Milwaukee,Home,71,DePaul,80,Away,,Loss,0.47,-5.97,
11/19/13,Texas A&M,Home,75,Prairie View,65,Away,,Win,1.72,-7.68,
11/19/13,Minnesota,Home,82,Coastal Car,72,Away,,Win,3.42,4.33,
11/19/13,Oregon,Home,69,Utah Valley,54,Away,,Win,7.84,2.61,
11/19/13,Alabama,Home,75,Georgia St,58,Away,,Win,0.63,10.13,
11/19/13,Rutgers,Home,59,Drexel,70,Away,,Loss,-5.09,1.47,
11/19/13,Duke,Home,83,East Carolina,74,Away,,Win,11.56,2.42,
11/19/13,Arizona,Home,87,Rhode Island,59,Away,,Win,11.97,-0.28,
11/19/13,UTEP,Home,82,Colorado St,74,Away,,Win,6.06,3.66,
11/19/13,E Washington,Home,82,Walla Walla,44,Away,,Win,1.06,0,
11/19/13,St John's,Home,67,Bucknell,63,Away,,Win,5.63,1.83,
11/19/13,Incarnate Word,Home,106,Northwood TX,94,Away,,Win,10.41,0,
11/19/13,USC,Home,76,CS Fullerton,62,Away,,Win,-4.75,-3.97,
11/19/13,Yale,Home,80,Sacred Heart,65,Away,,Win,0.46,-6.97,
11/19/13,UNLV,Home,80,Arizona St,86,Away,,Loss,5.79,6.16,
11/19/13,TCU,Home,71,Abilene Chr,64,Away,,Win,-8.84,-0.45,
11/19/13,Louisville,Home,87,Hartford,48,Away,,Win,21.15,-0.45,
11/19/13,N Kentucky,Home,61,Morehead St,74,Away,,Loss,-5.57,3.94,
11/19/13,IUPUI,Home,88,Indiana NW,53,Away,,Win,-8.03,0,
11/19/13,LSU,Home,81,New Orleans,54,Away,,Win,3.81,-4.96,
11/19/13,Penn St,Home,79,La Salle,72,Away,,Win,0.59,-0.65,
11/19/13,Kentucky,Home,105,UT Arlington,76,Away,,Win,9.26,-1.41,
11/19/13,G Washington,Home,94,Delaware St,50,Away,,Win,6.53,-3.3,
11/19/13,George Mason,Home,58,St Francis PA,46,Away,,Win,-2.55,-7.55,
11/19/13,Gardner Webb,Home,92,Allen,51,Away,,Win,3.52,0,
11/19/13,Maine,Home,82,NJIT,88,Away,,Loss,-10.79,1.66,
11/19/13,Chattanooga,Home,69,Kennesaw,73,Away,,Loss,1.97,-9.29,
11/19/13,MA Lowell,Home,76,Brown,87,Away,,Loss,-7.86,4.18,
11/19/13,E Kentucky,Home,82,Alabama A&M,68,Away,,Win,8.39,-2.47,
11/19/13,ETSU,Home,66,Winthrop,76,Away,,Loss,0.58,2.64,
11/19/13,Oklahoma St,Home,101,Memphis,80,Away,,Win,11.24,7.19,
11/19/13,Siena,Home,72,St Bonaventure,70,Away,,Win,-1.72,3.27,
11/19/13,MD E Shore,Home,78,Mt St Mary's,71,Away,,Win,-8.5,-1.72,
11/19/13,Butler,Home,85,Vanderbilt,77,Away,,Win,1.97,-0.97,
11/19/13,Virginia,Home,67,Navy,42,Away,,Win,10.65,-4.57,
11/19/13,Richmond,Home,74,Hofstra,63,Away,,Win,1.39,-4.67,
11/19/13,James Madison,Home,67,Detroit,71,Away,,Loss,-5.45,0.25,
11/19/13,Bethune-Cookman,Home,98,Trinity FL,55,Away,,Win,-6.88,0,
11/19/13,Appalachian St,Home,91,Lee-McRae,63,Away,,Win,-3.93,0,
11/19/13,Army,Home,74,Delaware,89,Away,,Loss,-0.81,4.38,
11/20/13,Evansville,Home,100,Valparaiso,92,Away,,Win,-2.82,4.79,
11/20/13,Baylor,Home,69,Charleston So,64,Away,,Win,6.83,9.06,
11/20/13,Belmont,Home,94,Lipscomb,64,Away,,Win,5.88,-2.63,
11/20/13,Illinois St,Home,70,Manhattan,79,Away,,Loss,-0.35,7.38,
11/20/13,Cent Arkansas,Home,57,Louisiana Tech,94,Away,,Loss,-6.72,15.65,
11/20/13,Pittsburgh,Home,77,Lehigh,58,Away,,Win,10.12,-2.69,
11/20/13,Ohio St,Home,63,American Univ,52,Away,,Win,10.03,5.31,
11/20/13,UMBC,Home,83,Loyola MD,89,Away,,Loss,-7.23,-6.7,
11/20/13,IL Chicago,Home,58,Northwestern,93,Away,,Loss,-5.71,-3.85,
11/20/13,Youngstown St,Home,82,Thiel,58,Away,,Win,2.84,0,
11/20/13,New Mexico St,Home,67,N Colorado,63,Away,,Win,10.31,4.1,
